hgnc_id	symbol	locus_group	entrez_id
HGNC:46019	RN7SKP295	pseudogene	106480924
HGNC:46020	RN7SKP296	pseudogene	106481823
HGNC:46021	RN7SKP297	pseudogene	106479227
HGNC:46022	RN7SKP298	pseudogene	106479228
HGNC:46023	RN7SKP299	pseudogene	106480925
HGNC:10038	RN7SL1	non-coding RNA	6029
HGNC:23134	RN7SL2	non-coding RNA	378706
HGNC:23135	RN7SL3	non-coding RNA	378707
HGNC:10039	RN7SL4P	pseudogene	6030
HGNC:10040	RN7SL5P	pseudogene	6031
HGNC:10041	RN7SL6P	pseudogene	6032
HGNC:10042	RN7SL7P	pseudogene	6033
HGNC:10043	RN7SL8P	pseudogene	6034
HGNC:46027	RN7SL11P	pseudogene	106479229
HGNC:46028	RN7SL12P	pseudogene	106480926
HGNC:46030	RN7SL14P	pseudogene	106480481
HGNC:46031	RN7SL15P	pseudogene	106479230
HGNC:46032	RN7SL16P	pseudogene	106479231
HGNC:46034	RN7SL18P	pseudogene	106480927
HGNC:46035	RN7SL19P	pseudogene	106480370
HGNC:46036	RN7SL20P	pseudogene	106479232
HGNC:46038	RN7SL22P	pseudogene	106480928
HGNC:46039	RN7SL23P	pseudogene	106480482
HGNC:46041	RN7SL25P	pseudogene	106479233
HGNC:46042	RN7SL26P	pseudogene	106479234
HGNC:46044	RN7SL28P	pseudogene	106480929
HGNC:46046	RN7SL30P	pseudogene	106479235
HGNC:46048	RN7SL32P	pseudogene	106480930
HGNC:46049	RN7SL33P	pseudogene	106479236
HGNC:46050	RN7SL34P	pseudogene	106481824
HGNC:46051	RN7SL35P	pseudogene	106480931
HGNC:46052	RN7SL36P	pseudogene	106479237
HGNC:46053	RN7SL37P	pseudogene	106479238
HGNC:46054	RN7SL38P	pseudogene	106480932
HGNC:46055	RN7SL39P	pseudogene	106479239
HGNC:46056	RN7SL40P	pseudogene	106480483
HGNC:46057	RN7SL41P	pseudogene	106480933
HGNC:46058	RN7SL42P	pseudogene	106479240
HGNC:46059	RN7SL43P	pseudogene	106479241
HGNC:46060	RN7SL44P	pseudogene	106480934
HGNC:46061	RN7SL45P	pseudogene	106481975
HGNC:46063	RN7SL47P	pseudogene	106479242
HGNC:46064	RN7SL48P	pseudogene	106481825
HGNC:46065	RN7SL49P	pseudogene	106480935
HGNC:46066	RN7SL50P	pseudogene	106479243
HGNC:46067	RN7SL51P	pseudogene	106480936
HGNC:46068	RN7SL52P	pseudogene	106480937
HGNC:46071	RN7SL55P	pseudogene	106479244
HGNC:46073	RN7SL57P	pseudogene	106480484
HGNC:46074	RN7SL58P	pseudogene	106479245
HGNC:46076	RN7SL60P	pseudogene	106480938
HGNC:46078	RN7SL62P	pseudogene	106479246
HGNC:46079	RN7SL63P	pseudogene	106480939
HGNC:46081	RN7SL65P	pseudogene	106479247
HGNC:46082	RN7SL66P	pseudogene	106480485
HGNC:46083	RN7SL67P	pseudogene	106479248
HGNC:46084	RN7SL68P	pseudogene	107080632
HGNC:46085	RN7SL69P	pseudogene	106480940
HGNC:46086	RN7SL70P	pseudogene	106479249
HGNC:46088	RN7SL72P	pseudogene	106480941
HGNC:46089	RN7SL73P	pseudogene	106479250
HGNC:46090	RN7SL74P	pseudogene	106480942
HGNC:46091	RN7SL75P	pseudogene	107063539
HGNC:46092	RN7SL76P	pseudogene	106479251
HGNC:46093	RN7SL77P	pseudogene	106479252
HGNC:46094	RN7SL78P	pseudogene	106481752
HGNC:46095	RN7SL79P	pseudogene	106480943
HGNC:46097	RN7SL81P	pseudogene	106479253
HGNC:46098	RN7SL82P	pseudogene	106480944
HGNC:46099	RN7SL83P	pseudogene	106479254
HGNC:46103	RN7SL87P	pseudogene	106479255
HGNC:46104	RN7SL88P	pseudogene	106480945
HGNC:46105	RN7SL89P	pseudogene	106479256
HGNC:46107	RN7SL91P	pseudogene	106480946
HGNC:46108	RN7SL92P	pseudogene	106479257
HGNC:46109	RN7SL93P	pseudogene	106480947
HGNC:46112	RN7SL96P	pseudogene	106480486
HGNC:46113	RN7SL97P	pseudogene	106479258
HGNC:46114	RN7SL98P	pseudogene	106479259
HGNC:46116	RN7SL100P	pseudogene	106480948
HGNC:46117	RN7SL101P	pseudogene	106479260
HGNC:46120	RN7SL104P	pseudogene	106480949
HGNC:46121	RN7SL105P	pseudogene	106480487
HGNC:46122	RN7SL106P	pseudogene	106479261
HGNC:46123	RN7SL107P	pseudogene	106479262
HGNC:46124	RN7SL108P	pseudogene	106480950
HGNC:46126	RN7SL110P	pseudogene	106480371
HGNC:46127	RN7SL111P	pseudogene	106479263
HGNC:46129	RN7SL113P	pseudogene	106480951
HGNC:46132	RN7SL116P	pseudogene	106480488
HGNC:46133	RN7SL117P	pseudogene	106479264
HGNC:46134	RN7SL118P	pseudogene	106480952
HGNC:46136	RN7SL120P	pseudogene	106480953
HGNC:46137	RN7SL121P	pseudogene	106479265
HGNC:46138	RN7SL122P	pseudogene	106480954
HGNC:46139	RN7SL123P	pseudogene	106479266
HGNC:46140	RN7SL124P	pseudogene	106480955
HGNC:46141	RN7SL125P	pseudogene	106479267
HGNC:46142	RN7SL126P	pseudogene	106479268
HGNC:46143	RN7SL127P	pseudogene	106480956
HGNC:46144	RN7SL128P	pseudogene	106481826
HGNC:46146	RN7SL130P	pseudogene	106479269
HGNC:46147	RN7SL131P	pseudogene	106480957
HGNC:46148	RN7SL132P	pseudogene	106479270
HGNC:46150	RN7SL134P	pseudogene	106479271
HGNC:46151	RN7SL135P	pseudogene	106480958
HGNC:46154	RN7SL138P	pseudogene	106480489
HGNC:46156	RN7SL140P	pseudogene	106479272
HGNC:46157	RN7SL141P	pseudogene	106480959
HGNC:46159	RN7SL143P	pseudogene	106479273
HGNC:46160	RN7SL144P	pseudogene	106480960
HGNC:46161	RN7SL145P	pseudogene	106481753
HGNC:46162	RN7SL146P	pseudogene	106481827
HGNC:46163	RN7SL147P	pseudogene	106479274
HGNC:46164	RN7SL148P	pseudogene	106479275
HGNC:46165	RN7SL149P	pseudogene	106480961
HGNC:46166	RN7SL150P	pseudogene	106479276
HGNC:46167	RN7SL151P	pseudogene	107075319
HGNC:46168	RN7SL152P	pseudogene	106480962
HGNC:46169	RN7SL153P	pseudogene	106480490
HGNC:46170	RN7SL154P	pseudogene	106479277
HGNC:46171	RN7SL155P	pseudogene	106479278
HGNC:46172	RN7SL156P	pseudogene	106480963
HGNC:46175	RN7SL159P	pseudogene	106479279
HGNC:46176	RN7SL160P	pseudogene	106480964
HGNC:46178	RN7SL162P	pseudogene	106481828
HGNC:46179	RN7SL163P	pseudogene	106479280
HGNC:46180	RN7SL164P	pseudogene	106480965
HGNC:46181	RN7SL165P	pseudogene	106479281
HGNC:46182	RN7SL166P	pseudogene	106479282
HGNC:46183	RN7SL167P	pseudogene	106480966
HGNC:46184	RN7SL168P	pseudogene	106480491
HGNC:46185	RN7SL169P	pseudogene	106480372
HGNC:46186	RN7SL170P	pseudogene	106479283
HGNC:46188	RN7SL172P	pseudogene	106480967
HGNC:46189	RN7SL173P	pseudogene	106479284
HGNC:46190	RN7SL174P	pseudogene	106479285
HGNC:46192	RN7SL176P	pseudogene	106480968
HGNC:46193	RN7SL177P	pseudogene	106480969
HGNC:46194	RN7SL178P	pseudogene	106479286
HGNC:46196	RN7SL180P	pseudogene	106480970
HGNC:46197	RN7SL181P	pseudogene	106480492
HGNC:46198	RN7SL182P	pseudogene	106479287
HGNC:46199	RN7SL183P	pseudogene	106480971
HGNC:46200	RN7SL184P	pseudogene	106479288
HGNC:46201	RN7SL185P	pseudogene	106479289
HGNC:46202	RN7SL186P	pseudogene	106480972
HGNC:46203	RN7SL187P	pseudogene	106481829
HGNC:46204	RN7SL188P	pseudogene	106479290
HGNC:46205	RN7SL189P	pseudogene	106480973
HGNC:46206	RN7SL190P	pseudogene	106479291
HGNC:46207	RN7SL191P	pseudogene	106479292
HGNC:46208	RN7SL192P	pseudogene	106480974
HGNC:46209	RN7SL193P	pseudogene	106480493
HGNC:46212	RN7SL196P	pseudogene	106479293
HGNC:46213	RN7SL197P	pseudogene	106480975
HGNC:46214	RN7SL198P	pseudogene	106479294
HGNC:46215	RN7SL199P	pseudogene	106480693
HGNC:46216	RN7SL200P	pseudogene	106480976
HGNC:46217	RN7SL201P	pseudogene	106481830
HGNC:46218	RN7SL202P	pseudogene	106479295
HGNC:46219	RN7SL203P	pseudogene	106479296
HGNC:46220	RN7SL204P	pseudogene	106480977
HGNC:46221	RN7SL205P	pseudogene	106479297
HGNC:46224	RN7SL208P	pseudogene	106480978
HGNC:46225	RN7SL209P	pseudogene	106480494
HGNC:46226	RN7SL210P	pseudogene	106479298
HGNC:46227	RN7SL211P	pseudogene	106479299
HGNC:46229	RN7SL213P	pseudogene	106480979
HGNC:46230	RN7SL214P	pseudogene	106479300
HGNC:46231	RN7SL215P	pseudogene	106480980
HGNC:46232	RN7SL216P	pseudogene	106480495
HGNC:46233	RN7SL217P	pseudogene	106479301
HGNC:46234	RN7SL218P	pseudogene	106480981
HGNC:46235	RN7SL219P	pseudogene	106479302
HGNC:46236	RN7SL220P	pseudogene	106479303
HGNC:46237	RN7SL221P	pseudogene	106480982
HGNC:46238	RN7SL222P	pseudogene	106481831
HGNC:46239	RN7SL223P	pseudogene	106481754
HGNC:46241	RN7SL225P	pseudogene	106479304
HGNC:46244	RN7SL228P	pseudogene	106480983
HGNC:46245	RN7SL229P	pseudogene	106479305
HGNC:46246	RN7SL230P	pseudogene	106479306
HGNC:46247	RN7SL231P	pseudogene	106480984
HGNC:46249	RN7SL233P	pseudogene	106480985
HGNC:46250	RN7SL234P	pseudogene	106479307
HGNC:46252	RN7SL236P	pseudogene	106480986
HGNC:46253	RN7SL237P	pseudogene	106479308
HGNC:46254	RN7SL238P	pseudogene	106480987
HGNC:46255	RN7SL239P	pseudogene	106479309
HGNC:46256	RN7SL240P	pseudogene	106479310
HGNC:46257	RN7SL241P	pseudogene	106480988
HGNC:46258	RN7SL242P	pseudogene	106480496
HGNC:46260	RN7SL244P	pseudogene	106479311
HGNC:46262	RN7SL246P	pseudogene	106480989
HGNC:46264	RN7SL248P	pseudogene	106479312
HGNC:46266	RN7SL250P	pseudogene	106479313
HGNC:46267	RN7SL251P	pseudogene	106480990
HGNC:46268	RN7SL252P	pseudogene	106481832
HGNC:46269	RN7SL253P	pseudogene	106479314
HGNC:46270	RN7SL254P	pseudogene	106480991
HGNC:46271	RN7SL255P	pseudogene	106479315
HGNC:46274	RN7SL258P	pseudogene	106480373
HGNC:46275	RN7SL259P	pseudogene	106480992
HGNC:46276	RN7SL260P	pseudogene	106480497
HGNC:46277	RN7SL261P	pseudogene	106479316
HGNC:46278	RN7SL262P	pseudogene	106479317
HGNC:46279	RN7SL263P	pseudogene	106480993
HGNC:46281	RN7SL265P	pseudogene	106479318
HGNC:46282	RN7SL266P	pseudogene	106480994
HGNC:46283	RN7SL267P	pseudogene	106481833
HGNC:46284	RN7SL268P	pseudogene	106479319
HGNC:46285	RN7SL269P	pseudogene	106479320
HGNC:46286	RN7SL270P	pseudogene	106480995
HGNC:46287	RN7SL271P	pseudogene	106479321
HGNC:46288	RN7SL272P	pseudogene	106480996
HGNC:46289	RN7SL273P	pseudogene	106481834
HGNC:46290	RN7SL274P	pseudogene	106479322
HGNC:46291	RN7SL275P	pseudogene	106480997
HGNC:46293	RN7SL277P	pseudogene	106479323
HGNC:46294	RN7SL278P	pseudogene	106479324
HGNC:46295	RN7SL279P	pseudogene	106480998
HGNC:46296	RN7SL280P	pseudogene	106480498
HGNC:46298	RN7SL282P	pseudogene	106480374
HGNC:46299	RN7SL283P	pseudogene	106479325
HGNC:46300	RN7SL284P	pseudogene	106480999
HGNC:46301	RN7SL285P	pseudogene	106479326
HGNC:46302	RN7SL286P	pseudogene	106479327
HGNC:46304	RN7SL288P	pseudogene	106481000
HGNC:46306	RN7SL290P	pseudogene	106481001
HGNC:46307	RN7SL291P	pseudogene	106479328
HGNC:46308	RN7SL292P	pseudogene	106481002
HGNC:46309	RN7SL293P	pseudogene	106481835
HGNC:46310	RN7SL294P	pseudogene	106479329
HGNC:46312	RN7SL296P	pseudogene	106481003
HGNC:46313	RN7SL297P	pseudogene	106479330
HGNC:46315	RN7SL299P	pseudogene	106479331
HGNC:46316	RN7SL300P	pseudogene	106481004
HGNC:46317	RN7SL301P	pseudogene	106480499
HGNC:46318	RN7SL302P	pseudogene	106479332
HGNC:46319	RN7SL303P	pseudogene	106481005
HGNC:46320	RN7SL304P	pseudogene	106479333
HGNC:46321	RN7SL305P	pseudogene	106479334
HGNC:46322	RN7SL306P	pseudogene	106481006
HGNC:46323	RN7SL307P	pseudogene	106480500
HGNC:46324	RN7SL308P	pseudogene	106479335
HGNC:46325	RN7SL309P	pseudogene	106481007
HGNC:46326	RN7SL310P	pseudogene	106479336
HGNC:46327	RN7SL311P	pseudogene	106481755
HGNC:46329	RN7SL313P	pseudogene	106481008
HGNC:46330	RN7SL314P	pseudogene	106481836
HGNC:46332	RN7SL316P	pseudogene	106479337
HGNC:46333	RN7SL317P	pseudogene	106479338
HGNC:46334	RN7SL318P	pseudogene	106481009
HGNC:46335	RN7SL319P	pseudogene	106479339
HGNC:46336	RN7SL320P	pseudogene	106481010
HGNC:46337	RN7SL321P	pseudogene	106480501
HGNC:46338	RN7SL322P	pseudogene	106479340
HGNC:46339	RN7SL323P	pseudogene	106479341
HGNC:46341	RN7SL325P	pseudogene	106481011
HGNC:46342	RN7SL326P	pseudogene	106479342
HGNC:46343	RN7SL327P	pseudogene	106481012
HGNC:46344	RN7SL328P	pseudogene	106481837
HGNC:46345	RN7SL329P	pseudogene	106479343
HGNC:46346	RN7SL330P	pseudogene	106481013
HGNC:46347	RN7SL331P	pseudogene	106479344
HGNC:46348	RN7SL332P	pseudogene	106479345
HGNC:46349	RN7SL333P	pseudogene	106481014
HGNC:46350	RN7SL334P	pseudogene	106480502
HGNC:46351	RN7SL335P	pseudogene	106480375
HGNC:46352	RN7SL336P	pseudogene	106479346
HGNC:46353	RN7SL337P	pseudogene	106481015
HGNC:46354	RN7SL338P	pseudogene	106479347
HGNC:46355	RN7SL339P	pseudogene	106479348
HGNC:46356	RN7SL340P	pseudogene	106481016
HGNC:46357	RN7SL341P	pseudogene	106481017
HGNC:46358	RN7SL342P	pseudogene	106479349
HGNC:46359	RN7SL343P	pseudogene	106481018
HGNC:46360	RN7SL344P	pseudogene	106480503
HGNC:46362	RN7SL346P	pseudogene	106479350
HGNC:46366	RN7SL350P	pseudogene	106481019
HGNC:46367	RN7SL351P	pseudogene	106479351
HGNC:46368	RN7SL352P	pseudogene	106479352
HGNC:46369	RN7SL353P	pseudogene	106481020
HGNC:46370	RN7SL354P	pseudogene	106481838
HGNC:46372	RN7SL356P	pseudogene	106479353
HGNC:46373	RN7SL357P	pseudogene	106481021
HGNC:46375	RN7SL359P	pseudogene	106479354
HGNC:46377	RN7SL361P	pseudogene	106479355
HGNC:46378	RN7SL362P	pseudogene	106481022
HGNC:46379	RN7SL363P	pseudogene	106480504
HGNC:46380	RN7SL364P	pseudogene	106479356
HGNC:46382	RN7SL366P	pseudogene	106481023
HGNC:46384	RN7SL368P	pseudogene	106479357
HGNC:46385	RN7SL369P	pseudogene	106480694
HGNC:46386	RN7SL370P	pseudogene	106481024
HGNC:46387	RN7SL371P	pseudogene	106481839
HGNC:46388	RN7SL372P	pseudogene	106479358
HGNC:46391	RN7SL375P	pseudogene	106479359
HGNC:46392	RN7SL376P	pseudogene	106481025
HGNC:46393	RN7SL377P	pseudogene	106479360
HGNC:46394	RN7SL378P	pseudogene	106481026
HGNC:46395	RN7SL379P	pseudogene	106480505
HGNC:46396	RN7SL380P	pseudogene	106479361
HGNC:46397	RN7SL381P	pseudogene	106479362
HGNC:46398	RN7SL382P	pseudogene	106481027
HGNC:46399	RN7SL383P	pseudogene	106479363
HGNC:46400	RN7SL384P	pseudogene	106481028
HGNC:46401	RN7SL385P	pseudogene	106481840
HGNC:46402	RN7SL386P	pseudogene	106479364
HGNC:46403	RN7SL387P	pseudogene	106481029
HGNC:46404	RN7SL388P	pseudogene	106479365
HGNC:46406	RN7SL390P	pseudogene	106479366
HGNC:46407	RN7SL391P	pseudogene	106481030
HGNC:46408	RN7SL392P	pseudogene	106480506
HGNC:46409	RN7SL393P	pseudogene	106481756
HGNC:46410	RN7SL394P	pseudogene	106479367
HGNC:46411	RN7SL395P	pseudogene	106481031
HGNC:46412	RN7SL396P	pseudogene	106479368
HGNC:46413	RN7SL397P	pseudogene	106479369
HGNC:46414	RN7SL398P	pseudogene	106481032
HGNC:46415	RN7SL399P	pseudogene	106479370
HGNC:46416	RN7SL400P	pseudogene	106481033
HGNC:46417	RN7SL401P	pseudogene	106480507
HGNC:46418	RN7SL402P	pseudogene	106479371
HGNC:46419	RN7SL403P	pseudogene	106481034
HGNC:46420	RN7SL404P	pseudogene	106479372
HGNC:46421	RN7SL405P	pseudogene	106479373
HGNC:46424	RN7SL408P	pseudogene	106481841
HGNC:46427	RN7SL411P	pseudogene	106481035
HGNC:46429	RN7SL413P	pseudogene	106479374
HGNC:46430	RN7SL414P	pseudogene	106481036
HGNC:46431	RN7SL415P	pseudogene	106479375
HGNC:46432	RN7SL416P	pseudogene	106481037
HGNC:46433	RN7SL417P	pseudogene	107080636
HGNC:46434	RN7SL418P	pseudogene	106480508
HGNC:46435	RN7SL419P	pseudogene	106479376
HGNC:46436	RN7SL420P	pseudogene	106479377
HGNC:46438	RN7SL422P	pseudogene	106481038
HGNC:46439	RN7SL423P	pseudogene	106479378
HGNC:46440	RN7SL424P	pseudogene	106480376
HGNC:46441	RN7SL425P	pseudogene	106481039
HGNC:46442	RN7SL426P	pseudogene	106481842
HGNC:46444	RN7SL428P	pseudogene	106479379
HGNC:46445	RN7SL429P	pseudogene	106479380
HGNC:46446	RN7SL430P	pseudogene	106481040
HGNC:46447	RN7SL431P	pseudogene	106866913
HGNC:46448	RN7SL432P	pseudogene	106481041
HGNC:46450	RN7SL434P	pseudogene	106480509
HGNC:46451	RN7SL435P	pseudogene	106479381
HGNC:46454	RN7SL438P	pseudogene	106479382
HGNC:46456	RN7SL440P	pseudogene	106481042
HGNC:46457	RN7SL441P	pseudogene	106479383
HGNC:46458	RN7SL442P	pseudogene	106481043
HGNC:46459	RN7SL443P	pseudogene	106480510
HGNC:46460	RN7SL444P	pseudogene	106479384
HGNC:46461	RN7SL445P	pseudogene	106481044
HGNC:46462	RN7SL446P	pseudogene	106479385
HGNC:46463	RN7SL447P	pseudogene	106479386
HGNC:46464	RN7SL448P	pseudogene	106481843
HGNC:46465	RN7SL449P	pseudogene	106481045
HGNC:46467	RN7SL451P	pseudogene	106480377
HGNC:46468	RN7SL452P	pseudogene	106479387
HGNC:46469	RN7SL453P	pseudogene	106481046
HGNC:46470	RN7SL454P	pseudogene	106479388
HGNC:46471	RN7SL455P	pseudogene	106479389
HGNC:46472	RN7SL456P	pseudogene	106480511
HGNC:46473	RN7SL457P	pseudogene	106481047
HGNC:46475	RN7SL459P	pseudogene	106479390
HGNC:46476	RN7SL460P	pseudogene	106481048
HGNC:46477	RN7SL461P	pseudogene	106481844
HGNC:46478	RN7SL462P	pseudogene	106479391
HGNC:46480	RN7SL464P	pseudogene	106481049
HGNC:46481	RN7SL465P	pseudogene	106479392
HGNC:46482	RN7SL466P	pseudogene	106479393
HGNC:46484	RN7SL468P	pseudogene	106481050
HGNC:46485	RN7SL469P	pseudogene	106480512
HGNC:46486	RN7SL470P	pseudogene	106479394
HGNC:46487	RN7SL471P	pseudogene	106481051
HGNC:46488	RN7SL472P	pseudogene	106479395
HGNC:46489	RN7SL473P	pseudogene	106479396
HGNC:46490	RN7SL474P	pseudogene	106481052
HGNC:46491	RN7SL475P	pseudogene	106481845
HGNC:46493	RN7SL477P	pseudogene	106479397
HGNC:46494	RN7SL478P	pseudogene	106481053
HGNC:46495	RN7SL479P	pseudogene	106479398
HGNC:46496	RN7SL480P	pseudogene	106481757
HGNC:46497	RN7SL481P	pseudogene	106481054
HGNC:46498	RN7SL482P	pseudogene	106480513
HGNC:46499	RN7SL483P	pseudogene	106479399
HGNC:46500	RN7SL484P	pseudogene	106479400
HGNC:46503	RN7SL487P	pseudogene	106481055
HGNC:46504	RN7SL488P	pseudogene	106479401
HGNC:46505	RN7SL489P	pseudogene	106481056
HGNC:46507	RN7SL491P	pseudogene	106480514
HGNC:46508	RN7SL492P	pseudogene	106479402
HGNC:46509	RN7SL493P	pseudogene	106479403
HGNC:46510	RN7SL494P	pseudogene	106481057
HGNC:46511	RN7SL495P	pseudogene	106479404
HGNC:46512	RN7SL496P	pseudogene	106481058
HGNC:46513	RN7SL497P	pseudogene	106481846
HGNC:46514	RN7SL498P	pseudogene	106479405
HGNC:46515	RN7SL499P	pseudogene	106481059
HGNC:46516	RN7SL500P	pseudogene	106479406
HGNC:46518	RN7SL502P	pseudogene	106479407
HGNC:46519	RN7SL503P	pseudogene	106481060
HGNC:46520	RN7SL504P	pseudogene	106480515
HGNC:46521	RN7SL505P	pseudogene	106481758
HGNC:46523	RN7SL507P	pseudogene	106479408
HGNC:46524	RN7SL508P	pseudogene	106481061
HGNC:46525	RN7SL509P	pseudogene	106479409
HGNC:46526	RN7SL510P	pseudogene	106479410
HGNC:46529	RN7SL513P	pseudogene	106481062
HGNC:46531	RN7SL515P	pseudogene	106481063
HGNC:46532	RN7SL516P	pseudogene	106479411
HGNC:46533	RN7SL517P	pseudogene	106481064
HGNC:46534	RN7SL518P	pseudogene	106481847
HGNC:46535	RN7SL519P	pseudogene	106479412
HGNC:46536	RN7SL520P	pseudogene	106481065
HGNC:46537	RN7SL521P	pseudogene	106479413
HGNC:46539	RN7SL523P	pseudogene	106479414
HGNC:46540	RN7SL524P	pseudogene	106481066
HGNC:46541	RN7SL525P	pseudogene	106480516
HGNC:46542	RN7SL526P	pseudogene	106479415
HGNC:46546	RN7SL530P	pseudogene	106481067
HGNC:46547	RN7SL531P	pseudogene	106479416
HGNC:46551	RN7SL535P	pseudogene	106479417
HGNC:46552	RN7SL536P	pseudogene	106481068
HGNC:46554	RN7SL538P	pseudogene	106480517
HGNC:46555	RN7SL539P	pseudogene	106479418
HGNC:46557	RN7SL541P	pseudogene	106481069
HGNC:46558	RN7SL542P	pseudogene	106479419
HGNC:46559	RN7SL543P	pseudogene	106480378
HGNC:46560	RN7SL544P	pseudogene	106481070
HGNC:46561	RN7SL545P	pseudogene	106481848
HGNC:46562	RN7SL546P	pseudogene	106479420
HGNC:46563	RN7SL547P	pseudogene	106479421
HGNC:46565	RN7SL549P	pseudogene	106481071
HGNC:46567	RN7SL551P	pseudogene	106479422
HGNC:46568	RN7SL552P	pseudogene	106481072
HGNC:46569	RN7SL553P	pseudogene	106480518
HGNC:46570	RN7SL554P	pseudogene	106479423
HGNC:46571	RN7SL555P	pseudogene	106479424
HGNC:46572	RN7SL556P	pseudogene	106481073
HGNC:46573	RN7SL557P	pseudogene	106479425
HGNC:46574	RN7SL558P	pseudogene	106481074
HGNC:46575	RN7SL559P	pseudogene	106481849
HGNC:46576	RN7SL560P	pseudogene	106479426
HGNC:46577	RN7SL561P	pseudogene	106481075
HGNC:46579	RN7SL563P	pseudogene	106479427
HGNC:46580	RN7SL564P	pseudogene	106479428
HGNC:46581	RN7SL565P	pseudogene	106481076
HGNC:46582	RN7SL566P	pseudogene	106481850
HGNC:46583	RN7SL567P	pseudogene	106481976
HGNC:46584	RN7SL568P	pseudogene	106479429
HGNC:46585	RN7SL569P	pseudogene	106481077
HGNC:46586	RN7SL570P	pseudogene	106479430
HGNC:46587	RN7SL571P	pseudogene	106479431
HGNC:46589	RN7SL573P	pseudogene	106481078
HGNC:46590	RN7SL574P	pseudogene	106481079
HGNC:46591	RN7SL575P	pseudogene	106479432
HGNC:46593	RN7SL577P	pseudogene	106481080
HGNC:46594	RN7SL578P	pseudogene	106479433
HGNC:46596	RN7SL580P	pseudogene	106481081
HGNC:46597	RN7SL581P	pseudogene	106479434
HGNC:46598	RN7SL582P	pseudogene	106479435
HGNC:46599	RN7SL583P	pseudogene	106481082
HGNC:46600	RN7SL584P	pseudogene	106480519
HGNC:46601	RN7SL585P	pseudogene	106479436
HGNC:46602	RN7SL586P	pseudogene	106481083
HGNC:46603	RN7SL587P	pseudogene	106479437
HGNC:46605	RN7SL589P	pseudogene	106479438
HGNC:46607	RN7SL591P	pseudogene	106481084
HGNC:46608	RN7SL592P	pseudogene	106481851
HGNC:46610	RN7SL594P	pseudogene	106479439
HGNC:46612	RN7SL596P	pseudogene	106481085
HGNC:46613	RN7SL597P	pseudogene	106479440
HGNC:46614	RN7SL598P	pseudogene	106481759
HGNC:46616	RN7SL600P	pseudogene	106481086
HGNC:46617	RN7SL601P	pseudogene	106480520
HGNC:46618	RN7SL602P	pseudogene	106479441
HGNC:46620	RN7SL604P	pseudogene	106479442
HGNC:46621	RN7SL605P	pseudogene	106481087
HGNC:46622	RN7SL606P	pseudogene	106479443
HGNC:46623	RN7SL607P	pseudogene	106481088
HGNC:46624	RN7SL608P	pseudogene	106480521
HGNC:46626	RN7SL610P	pseudogene	106479444
HGNC:46628	RN7SL612P	pseudogene	106479445
HGNC:46630	RN7SL614P	pseudogene	106481089
HGNC:46631	RN7SL615P	pseudogene	106479446
HGNC:46632	RN7SL616P	pseudogene	106481090
HGNC:46633	RN7SL617P	pseudogene	106481852
HGNC:46634	RN7SL618P	pseudogene	106479447
HGNC:46635	RN7SL619P	pseudogene	106481091
HGNC:46636	RN7SL620P	pseudogene	106479448
HGNC:46637	RN7SL621P	pseudogene	106479449
HGNC:46638	RN7SL622P	pseudogene	106481092
HGNC:46639	RN7SL623P	pseudogene	106480522
HGNC:46640	RN7SL624P	pseudogene	106480379
HGNC:46641	RN7SL625P	pseudogene	106479450
HGNC:46643	RN7SL627P	pseudogene	106481093
HGNC:46644	RN7SL628P	pseudogene	106479451
HGNC:46645	RN7SL629P	pseudogene	106479452
HGNC:46646	RN7SL630P	pseudogene	106481094
HGNC:46648	RN7SL632P	pseudogene	106481095
HGNC:46649	RN7SL633P	pseudogene	106479453
HGNC:46650	RN7SL634P	pseudogene	106481096
HGNC:46651	RN7SL635P	pseudogene	106479454
HGNC:46652	RN7SL636P	pseudogene	106481097
HGNC:46654	RN7SL638P	pseudogene	106479455
HGNC:46656	RN7SL640P	pseudogene	106479456
HGNC:46659	RN7SL643P	pseudogene	106481098
HGNC:46660	RN7SL644P	pseudogene	106481853
HGNC:46661	RN7SL645P	pseudogene	106479457
HGNC:46662	RN7SL646P	pseudogene	106481099
HGNC:46663	RN7SL647P	pseudogene	106479458
HGNC:46664	RN7SL648P	pseudogene	106479459
HGNC:46665	RN7SL649P	pseudogene	106481100
HGNC:46666	RN7SL650P	pseudogene	106480523
HGNC:46668	RN7SL652P	pseudogene	106479460
HGNC:46669	RN7SL653P	pseudogene	106481101
HGNC:46670	RN7SL654P	pseudogene	106479461
HGNC:46671	RN7SL655P	pseudogene	106481102
HGNC:46672	RN7SL656P	pseudogene	106481760
HGNC:46673	RN7SL657P	pseudogene	107074708
HGNC:46674	RN7SL658P	pseudogene	106480524
HGNC:46675	RN7SL659P	pseudogene	106479462
HGNC:46676	RN7SL660P	pseudogene	106479463
HGNC:46679	RN7SL663P	pseudogene	106481103
HGNC:46680	RN7SL664P	pseudogene	106479464
HGNC:46681	RN7SL665P	pseudogene	106481104
