hgnc_id	symbol	locus_type
HGNC:27345	TPTE2P3	pseudogene
HGNC:38077	TPTE2P4	pseudogene
HGNC:42356	TPTE2P5	pseudogene
HGNC:42644	TPTE2P6	pseudogene
HGNC:43648	TPTEP1	pseudogene
HGNC:53828	TPTEP2	pseudogene
HGNC:53829	TPTEP2-CSNK1E	readthrough
HGNC:1249	TPX2	gene with protein product
HGNC:12027	TRA	gene with protein product
HGNC:34914	TRA-AGC1-1	RNA, transfer
HGNC:34654	TRA-AGC2-1	RNA, transfer
HGNC:34861	TRA-AGC2-2	RNA, transfer
HGNC:34865	TRA-AGC3-1	RNA, transfer
HGNC:34605	TRA-AGC4-1	RNA, transfer
HGNC:34606	TRA-AGC5-1	RNA, transfer
HGNC:34601	TRA-AGC6-1	RNA, transfer
HGNC:34653	TRA-AGC7-1	RNA, transfer
HGNC:33254	TRA-AGC8-1	RNA, transfer
HGNC:34966	TRA-AGC8-2	RNA, transfer
HGNC:34718	TRA-AGC9-1	RNA, transfer
HGNC:34992	TRA-AGC9-2	RNA, transfer
HGNC:34690	TRA-AGC10-1	RNA, transfer
HGNC:33253	TRA-AGC11-1	RNA, transfer
HGNC:34937	TRA-AGC12-1	RNA, transfer
HGNC:34894	TRA-AGC12-2	RNA, transfer
HGNC:34667	TRA-AGC12-3	RNA, transfer
HGNC:34980	TRA-AGC13-1	RNA, transfer
HGNC:34619	TRA-AGC13-2	RNA, transfer
HGNC:54208	TRA-AGC13-3	RNA, transfer
HGNC:34926	TRA-AGC14-1	RNA, transfer
HGNC:54706	TRA-AGC14-2	RNA, transfer
HGNC:34679	TRA-AGC15-1	RNA, transfer
HGNC:34879	TRA-AGC16-1	RNA, transfer
HGNC:34921	TRA-AGC17-1	RNA, transfer
HGNC:34909	TRA-AGC18-1	RNA, transfer
HGNC:34775	TRA-AGC18-2	RNA, transfer
HGNC:34809	TRA-AGC19-1	RNA, transfer
HGNC:34678	TRA-AGC20-1	RNA, transfer
HGNC:34755	TRA-AGC21-1	RNA, transfer
HGNC:35004	TRA-AGC22-1	RNA, transfer
HGNC:35040	TRA-AGC23-1	pseudogene
HGNC:54707	TRA-AGC24-1	RNA, transfer
HGNC:34875	TRA-CGC1-1	RNA, transfer
HGNC:34969	TRA-CGC2-1	RNA, transfer
HGNC:34580	TRA-CGC3-1	RNA, transfer
HGNC:34592	TRA-CGC4-1	RNA, transfer
HGNC:34963	TRA-CGC5-1	RNA, transfer
HGNC:34711	TRA-TGC1-1	RNA, transfer
HGNC:34676	TRA-TGC2-1	RNA, transfer
HGNC:34846	TRA-TGC3-1	RNA, transfer
HGNC:34795	TRA-TGC3-2	RNA, transfer
HGNC:34907	TRA-TGC4-1	RNA, transfer
HGNC:34625	TRA-TGC5-1	RNA, transfer
HGNC:34642	TRA-TGC6-1	RNA, transfer
HGNC:12098	TRA-TGC7-1	RNA, transfer
HGNC:34819	TRA-TGC8-1	RNA, transfer
HGNC:35106	TRA-TGC9-1	pseudogene
HGNC:35041	TRA-TGC10-1	RNA, transfer
HGNC:16645	TRA2A	gene with protein product
HGNC:10781	TRA2B	gene with protein product
HGNC:28805	TRABD	gene with protein product
HGNC:27013	TRABD2A	gene with protein product
HGNC:44200	TRABD2B	gene with protein product
HGNC:12029	TRAC	T cell receptor gene
HGNC:12030	TRADD	gene with protein product
HGNC:12031	TRAF1	gene with protein product
HGNC:12032	TRAF2	gene with protein product
HGNC:12033	TRAF3	gene with protein product
HGNC:17861	TRAF3IP1	gene with protein product
HGNC:1343	TRAF3IP2	gene with protein product
HGNC:40005	TRAF3IP2-AS1	RNA, long non-coding
HGNC:30766	TRAF3IP3	gene with protein product
HGNC:12034	TRAF4	gene with protein product
HGNC:12035	TRAF5	gene with protein product
HGNC:12036	TRAF6	gene with protein product
HGNC:45032	TRAF6P1	pseudogene
HGNC:20456	TRAF7	gene with protein product
HGNC:24808	TRAFD1	gene with protein product
HGNC:30764	TRAIP	gene with protein product
HGNC:12037	TRAJ1	T cell receptor gene
HGNC:12048	TRAJ2	T cell receptor gene
HGNC:12059	TRAJ3	T cell receptor gene
HGNC:12070	TRAJ4	T cell receptor gene
HGNC:12081	TRAJ5	T cell receptor gene
HGNC:12092	TRAJ6	T cell receptor gene
HGNC:12095	TRAJ7	T cell receptor gene
HGNC:12096	TRAJ8	T cell receptor gene
HGNC:12097	TRAJ9	T cell receptor gene
HGNC:12038	TRAJ10	T cell receptor gene
HGNC:12039	TRAJ11	T cell receptor gene
HGNC:12040	TRAJ12	T cell receptor gene
HGNC:12041	TRAJ13	T cell receptor gene
HGNC:12042	TRAJ14	T cell receptor gene
HGNC:12043	TRAJ15	T cell receptor gene
HGNC:12044	TRAJ16	T cell receptor gene
HGNC:12045	TRAJ17	T cell receptor gene
HGNC:12046	TRAJ18	T cell receptor gene
HGNC:12047	TRAJ19	T cell receptor gene
HGNC:12049	TRAJ20	T cell receptor gene
HGNC:12050	TRAJ21	T cell receptor gene
HGNC:12051	TRAJ22	T cell receptor gene
HGNC:12052	TRAJ23	T cell receptor gene
HGNC:12053	TRAJ24	T cell receptor gene
HGNC:12054	TRAJ25	T cell receptor gene
HGNC:12055	TRAJ26	T cell receptor gene
HGNC:12056	TRAJ27	T cell receptor gene
HGNC:12057	TRAJ28	T cell receptor gene
HGNC:12058	TRAJ29	T cell receptor gene
HGNC:12060	TRAJ30	T cell receptor gene
HGNC:12061	TRAJ31	T cell receptor gene
HGNC:12062	TRAJ32	T cell receptor gene
HGNC:12063	TRAJ33	T cell receptor gene
HGNC:12064	TRAJ34	T cell receptor gene
HGNC:12065	TRAJ35	T cell receptor gene
HGNC:12066	TRAJ36	T cell receptor gene
HGNC:12067	TRAJ37	T cell receptor gene
HGNC:12068	TRAJ38	T cell receptor gene
HGNC:12069	TRAJ39	T cell receptor gene
HGNC:12071	TRAJ40	T cell receptor gene
HGNC:12072	TRAJ41	T cell receptor gene
HGNC:12073	TRAJ42	T cell receptor gene
HGNC:12074	TRAJ43	T cell receptor gene
HGNC:12075	TRAJ44	T cell receptor gene
HGNC:12076	TRAJ45	T cell receptor gene
HGNC:12077	TRAJ46	T cell receptor gene
HGNC:12078	TRAJ47	T cell receptor gene
HGNC:12079	TRAJ48	T cell receptor gene
HGNC:12080	TRAJ49	T cell receptor gene
HGNC:12082	TRAJ50	T cell receptor gene
HGNC:12083	TRAJ51	T cell receptor pseudogene
HGNC:12084	TRAJ52	T cell receptor gene
HGNC:12085	TRAJ53	T cell receptor gene
HGNC:12086	TRAJ54	T cell receptor gene
HGNC:12087	TRAJ55	T cell receptor pseudogene
HGNC:12088	TRAJ56	T cell receptor gene
HGNC:12089	TRAJ57	T cell receptor gene
HGNC:12090	TRAJ58	T cell receptor gene
HGNC:12091	TRAJ59	T cell receptor gene
HGNC:12093	TRAJ60	T cell receptor pseudogene
HGNC:12094	TRAJ61	T cell receptor gene
HGNC:29947	TRAK1	gene with protein product
HGNC:13206	TRAK2	gene with protein product
HGNC:20568	TRAM1	gene with protein product
HGNC:28371	TRAM1L1	gene with protein product
HGNC:16855	TRAM2	gene with protein product
HGNC:48663	TRAM2-AS1	RNA, long non-coding
HGNC:29011	TRANK1	gene with protein product
HGNC:16264	TRAP1	gene with protein product
HGNC:19894	TRAPPC1	gene with protein product
HGNC:23068	TRAPPC2	gene with protein product
HGNC:10710	TRAPPC2B	gene with protein product
HGNC:30887	TRAPPC2L	gene with protein product
HGNC:54982	TRAPPC2LP1	pseudogene
HGNC:10711	TRAPPC2P2	pseudogene
HGNC:10712	TRAPPC2P3	pseudogene
HGNC:10713	TRAPPC2P4	pseudogene
HGNC:10714	TRAPPC2P5	pseudogene
HGNC:10715	TRAPPC2P6	pseudogene
HGNC:10716	TRAPPC2P7	pseudogene
HGNC:37731	TRAPPC2P8	pseudogene
HGNC:37733	TRAPPC2P9	pseudogene
HGNC:37732	TRAPPC2P10	pseudogene
HGNC:19942	TRAPPC3	gene with protein product
HGNC:21090	TRAPPC3L	gene with protein product
HGNC:19943	TRAPPC4	gene with protein product
HGNC:23067	TRAPPC5	gene with protein product
HGNC:23069	TRAPPC6A	gene with protein product
HGNC:23066	TRAPPC6B	gene with protein product
HGNC:29169	TRAPPC8	gene with protein product
HGNC:30832	TRAPPC9	gene with protein product
HGNC:11868	TRAPPC10	gene with protein product
HGNC:25751	TRAPPC11	gene with protein product
HGNC:24284	TRAPPC12	gene with protein product
HGNC:41046	TRAPPC12-AS1	RNA, long non-coding
HGNC:25828	TRAPPC13	gene with protein product
HGNC:50347	TRAPPC13P1	pseudogene
HGNC:25604	TRAPPC14	gene with protein product
HGNC:29592	TRARG1	gene with protein product
HGNC:30698	TRAT1	gene with protein product
HGNC:12101	TRAV1-1	T cell receptor gene
HGNC:12102	TRAV1-2	T cell receptor gene
HGNC:12116	TRAV2	T cell receptor gene
HGNC:12128	TRAV3	T cell receptor gene
HGNC:12140	TRAV4	T cell receptor gene
HGNC:12143	TRAV5	T cell receptor gene
HGNC:12144	TRAV6	T cell receptor gene
HGNC:12145	TRAV7	T cell receptor gene
HGNC:12146	TRAV8-1	T cell receptor gene
HGNC:12147	TRAV8-2	T cell receptor gene
HGNC:12148	TRAV8-3	T cell receptor gene
HGNC:12149	TRAV8-4	T cell receptor gene
HGNC:12150	TRAV8-5	T cell receptor pseudogene
HGNC:12151	TRAV8-6	T cell receptor gene
HGNC:12152	TRAV8-7	T cell receptor pseudogene
HGNC:12153	TRAV9-1	T cell receptor gene
HGNC:12154	TRAV9-2	T cell receptor gene
HGNC:12103	TRAV10	T cell receptor gene
HGNC:12104	TRAV11	T cell receptor pseudogene
HGNC:12105	TRAV12-1	T cell receptor gene
HGNC:12106	TRAV12-2	T cell receptor gene
HGNC:12107	TRAV12-3	T cell receptor gene
HGNC:12108	TRAV13-1	T cell receptor gene
HGNC:12109	TRAV13-2	T cell receptor gene
HGNC:12110	TRAV14DV4	T cell receptor gene
HGNC:12111	TRAV15	T cell receptor pseudogene
HGNC:12112	TRAV16	T cell receptor gene
HGNC:12113	TRAV17	T cell receptor gene
HGNC:12114	TRAV18	T cell receptor gene
HGNC:12115	TRAV19	T cell receptor gene
HGNC:12117	TRAV20	T cell receptor gene
HGNC:12118	TRAV21	T cell receptor gene
HGNC:12119	TRAV22	T cell receptor gene
HGNC:12120	TRAV23DV6	T cell receptor gene
HGNC:12121	TRAV24	T cell receptor gene
HGNC:12122	TRAV25	T cell receptor gene
HGNC:12123	TRAV26-1	T cell receptor gene
HGNC:12124	TRAV26-2	T cell receptor gene
HGNC:12125	TRAV27	T cell receptor gene
HGNC:12126	TRAV28	T cell receptor pseudogene
HGNC:12127	TRAV29DV5	T cell receptor gene
HGNC:12129	TRAV30	T cell receptor gene
HGNC:12130	TRAV31	T cell receptor pseudogene
HGNC:12131	TRAV32	T cell receptor pseudogene
HGNC:12132	TRAV33	T cell receptor pseudogene
HGNC:12133	TRAV34	T cell receptor gene
HGNC:12134	TRAV35	T cell receptor gene
HGNC:12135	TRAV36DV7	T cell receptor gene
HGNC:12136	TRAV37	T cell receptor pseudogene
HGNC:12137	TRAV38-1	T cell receptor gene
HGNC:12138	TRAV38-2DV8	T cell receptor gene
HGNC:12139	TRAV39	T cell receptor gene
HGNC:12141	TRAV40	T cell receptor gene
HGNC:12142	TRAV41	T cell receptor gene
HGNC:12155	TRB	gene with protein product
HGNC:12156	TRBC1	T cell receptor gene
HGNC:12157	TRBC2	T cell receptor gene
HGNC:12158	TRBD1	T cell receptor gene
HGNC:12159	TRBD2	T cell receptor gene
HGNC:12162	TRBJ1-1	T cell receptor gene
HGNC:12163	TRBJ1-2	T cell receptor gene
HGNC:12164	TRBJ1-3	T cell receptor gene
HGNC:12165	TRBJ1-4	T cell receptor gene
HGNC:12166	TRBJ1-5	T cell receptor gene
HGNC:12167	TRBJ1-6	T cell receptor gene
HGNC:12168	TRBJ2-1	T cell receptor gene
HGNC:12169	TRBJ2-2	T cell receptor gene
HGNC:12170	TRBJ2-2P	T cell receptor gene
HGNC:12171	TRBJ2-3	T cell receptor gene
HGNC:12172	TRBJ2-4	T cell receptor gene
HGNC:12173	TRBJ2-5	T cell receptor gene
HGNC:12174	TRBJ2-6	T cell receptor gene
HGNC:12175	TRBJ2-7	T cell receptor gene
HGNC:12176	TRBV1	T cell receptor pseudogene
HGNC:12195	TRBV2	T cell receptor gene
HGNC:12212	TRBV3-1	T cell receptor gene
HGNC:12213	TRBV3-2	T cell receptor pseudogene
HGNC:12215	TRBV4-1	T cell receptor gene
HGNC:12216	TRBV4-2	T cell receptor gene
HGNC:12217	TRBV4-3	T cell receptor gene
HGNC:12218	TRBV5-1	T cell receptor gene
HGNC:12219	TRBV5-2	T cell receptor pseudogene
HGNC:12220	TRBV5-3	T cell receptor gene
HGNC:12221	TRBV5-4	T cell receptor gene
HGNC:12222	TRBV5-5	T cell receptor gene
HGNC:12223	TRBV5-6	T cell receptor gene
HGNC:12224	TRBV5-7	T cell receptor gene
HGNC:12225	TRBV5-8	T cell receptor gene
HGNC:12226	TRBV6-1	T cell receptor gene
HGNC:12227	TRBV6-2	T cell receptor gene
HGNC:12228	TRBV6-3	T cell receptor gene
HGNC:12229	TRBV6-4	T cell receptor gene
HGNC:12230	TRBV6-5	T cell receptor gene
HGNC:12231	TRBV6-6	T cell receptor gene
HGNC:12232	TRBV6-7	T cell receptor gene
HGNC:12233	TRBV6-8	T cell receptor gene
HGNC:12234	TRBV6-9	T cell receptor gene
HGNC:12235	TRBV7-1	T cell receptor gene
HGNC:12236	TRBV7-2	T cell receptor gene
HGNC:12237	TRBV7-3	T cell receptor gene
HGNC:12238	TRBV7-4	T cell receptor gene
HGNC:12239	TRBV7-5	T cell receptor pseudogene
HGNC:12240	TRBV7-6	T cell receptor gene
HGNC:12241	TRBV7-7	T cell receptor gene
HGNC:12242	TRBV7-8	T cell receptor gene
HGNC:12243	TRBV7-9	T cell receptor gene
HGNC:12244	TRBV8-1	T cell receptor pseudogene
HGNC:12245	TRBV8-2	T cell receptor pseudogene
HGNC:12246	TRBV9	T cell receptor gene
HGNC:12177	TRBV10-1	T cell receptor gene
HGNC:12178	TRBV10-2	T cell receptor gene
HGNC:12179	TRBV10-3	T cell receptor gene
HGNC:12180	TRBV11-1	T cell receptor gene
HGNC:12181	TRBV11-2	T cell receptor gene
HGNC:12182	TRBV11-3	T cell receptor gene
HGNC:12183	TRBV12-1	T cell receptor pseudogene
HGNC:12184	TRBV12-2	T cell receptor pseudogene
HGNC:12185	TRBV12-3	T cell receptor gene
HGNC:12186	TRBV12-4	T cell receptor gene
HGNC:12187	TRBV12-5	T cell receptor gene
HGNC:12188	TRBV13	T cell receptor gene
HGNC:12189	TRBV14	T cell receptor gene
HGNC:12190	TRBV15	T cell receptor gene
HGNC:12191	TRBV16	T cell receptor gene
HGNC:12192	TRBV17	T cell receptor gene
HGNC:12193	TRBV18	T cell receptor gene
HGNC:12194	TRBV19	T cell receptor gene
HGNC:12196	TRBV20-1	T cell receptor gene
HGNC:12197	TRBV20OR9-2	T cell receptor gene
HGNC:12198	TRBV21-1	T cell receptor pseudogene
HGNC:12199	TRBV21OR9-2	T cell receptor pseudogene
HGNC:12200	TRBV22-1	T cell receptor pseudogene
HGNC:18740	TRBV22OR9-2	T cell receptor pseudogene
HGNC:12201	TRBV23-1	T cell receptor gene
HGNC:12202	TRBV23OR9-2	T cell receptor pseudogene
HGNC:12203	TRBV24-1	T cell receptor gene
HGNC:12204	TRBV24OR9-2	T cell receptor pseudogene
HGNC:12205	TRBV25-1	T cell receptor gene
HGNC:12206	TRBV25OR9-2	T cell receptor pseudogene
HGNC:12207	TRBV26	T cell receptor pseudogene
HGNC:15485	TRBV26OR9-2	T cell receptor pseudogene
HGNC:12208	TRBV27	T cell receptor gene
HGNC:12209	TRBV28	T cell receptor gene
HGNC:12210	TRBV29-1	T cell receptor gene
HGNC:12211	TRBV29OR9-2	T cell receptor gene
HGNC:12214	TRBV30	T cell receptor gene
HGNC:12247	TRBVA	T cell receptor pseudogene
HGNC:18741	TRBVAOR9-2	T cell receptor pseudogene
HGNC:12248	TRBVB	T cell receptor pseudogene
HGNC:50321	TRBVC	T cell receptor gene
HGNC:35083	TRC-ACA1-1	pseudogene
HGNC:34706	TRC-GCA1-1	RNA, transfer
HGNC:34760	TRC-GCA2-1	RNA, transfer
HGNC:34611	TRC-GCA2-2	RNA, transfer
HGNC:34666	TRC-GCA2-3	RNA, transfer
HGNC:34983	TRC-GCA2-4	RNA, transfer
HGNC:34658	TRC-GCA3-1	RNA, transfer
HGNC:34650	TRC-GCA4-1	RNA, transfer
HGNC:34717	TRC-GCA5-1	RNA, transfer
HGNC:34741	TRC-GCA6-1	RNA, transfer
HGNC:38575	TRC-GCA7-1	RNA, transfer
HGNC:34927	TRC-GCA8-1	RNA, transfer
HGNC:34813	TRC-GCA9-1	RNA, transfer
HGNC:34982	TRC-GCA9-2	RNA, transfer
HGNC:34944	TRC-GCA9-3	RNA, transfer
HGNC:34947	TRC-GCA9-4	RNA, transfer
HGNC:34871	TRC-GCA10-1	RNA, transfer
HGNC:34566	TRC-GCA11-1	RNA, transfer
HGNC:34634	TRC-GCA12-1	RNA, transfer
HGNC:34925	TRC-GCA13-1	RNA, transfer
HGNC:35005	TRC-GCA14-1	RNA, transfer
HGNC:34830	TRC-GCA15-1	RNA, transfer
HGNC:34708	TRC-GCA16-1	RNA, transfer
HGNC:34855	TRC-GCA17-1	RNA, transfer
HGNC:34608	TRC-GCA18-1	RNA, transfer
HGNC:34739	TRC-GCA19-1	RNA, transfer
HGNC:34923	TRC-GCA20-1	RNA, transfer
HGNC:34943	TRC-GCA21-1	RNA, transfer
HGNC:34588	TRC-GCA22-1	RNA, transfer
HGNC:34757	TRC-GCA23-1	RNA, transfer
HGNC:12250	TRC-GCA24-1	RNA, transfer
HGNC:35017	TRC-GCA25-1	pseudogene
HGNC:12252	TRD	gene with protein product
HGNC:34770	TRD-GTC1-1	RNA, transfer
HGNC:34981	TRD-GTC2-1	RNA, transfer
HGNC:34798	TRD-GTC2-2	RNA, transfer
HGNC:34856	TRD-GTC2-3	RNA, transfer
HGNC:34696	TRD-GTC2-4	RNA, transfer
HGNC:34682	TRD-GTC2-5	RNA, transfer
HGNC:34720	TRD-GTC2-6	RNA, transfer
HGNC:34858	TRD-GTC2-7	RNA, transfer
HGNC:34802	TRD-GTC2-8	RNA, transfer
HGNC:34911	TRD-GTC2-9	RNA, transfer
HGNC:34915	TRD-GTC2-10	RNA, transfer
HGNC:34951	TRD-GTC2-11	RNA, transfer
HGNC:34763	TRD-GTC3-1	RNA, transfer
HGNC:34551	TRD-GTC4-1	RNA, transfer
HGNC:34620	TRD-GTC5-1	RNA, transfer
HGNC:34712	TRD-GTC6-1	RNA, transfer
HGNC:34647	TRD-GTC7-1	RNA, transfer
HGNC:35000	TRD-GTC8-1	RNA, transfer
HGNC:12251	TRD-GTC9-1	RNA, transfer
HGNC:35070	TRD-GTC10-1	RNA, transfer
HGNC:12253	TRDC	T cell receptor gene
HGNC:12254	TRDD1	T cell receptor gene
HGNC:12255	TRDD2	T cell receptor gene
HGNC:12256	TRDD3	T cell receptor gene
HGNC:12257	TRDJ1	T cell receptor gene
HGNC:12258	TRDJ2	T cell receptor gene
HGNC:12259	TRDJ3	T cell receptor gene
HGNC:12260	TRDJ4	T cell receptor gene
HGNC:2977	TRDMT1	gene with protein product
HGNC:12261	TRDN	gene with protein product
HGNC:40592	TRDN-AS1	RNA, long non-coding
HGNC:12262	TRDV1	T cell receptor gene
HGNC:12263	TRDV2	T cell receptor gene
HGNC:12264	TRDV3	T cell receptor gene
HGNC:34952	TRE-CTC1-1	RNA, transfer
HGNC:34651	TRE-CTC1-2	RNA, transfer
HGNC:34953	TRE-CTC1-3	RNA, transfer
HGNC:34822	TRE-CTC1-4	RNA, transfer
HGNC:34576	TRE-CTC1-5	RNA, transfer
HGNC:34583	TRE-CTC1-6	RNA, transfer
HGNC:34832	TRE-CTC1-7	RNA, transfer
HGNC:34978	TRE-CTC2-1	RNA, transfer
HGNC:34564	TRE-CTC3-1	RNA, transfer
HGNC:35081	TRE-CTC4-1	RNA, transfer
HGNC:34799	TRE-CTC5-1	RNA, transfer
HGNC:34986	TRE-CTC6-1	RNA, transfer
HGNC:35065	TRE-CTC7-1	pseudogene
HGNC:34603	TRE-CTC8-1	RNA, transfer
HGNC:35069	TRE-CTC9-1	RNA, transfer
HGNC:35109	TRE-CTC10-1	RNA, transfer
HGNC:35061	TRE-CTC11-1	RNA, transfer
HGNC:35010	TRE-CTC12-1	RNA, transfer
HGNC:35031	TRE-CTC13-1	RNA, transfer
HGNC:35020	TRE-CTC14-1	RNA, transfer
HGNC:35104	TRE-CTC15-1	RNA, transfer
HGNC:35105	TRE-CTC16-1	pseudogene
HGNC:34675	TRE-CTC17-1	RNA, transfer
HGNC:35067	TRE-CTC18-1	RNA, transfer
HGNC:34987	TRE-TTC1-1	RNA, transfer
HGNC:34901	TRE-TTC1-2	RNA, transfer
HGNC:34589	TRE-TTC2-1	RNA, transfer
HGNC:34622	TRE-TTC2-2	RNA, transfer
HGNC:12265	TRE-TTC3-1	RNA, transfer
HGNC:38581	TRE-TTC4-1	RNA, transfer
HGNC:34976	TRE-TTC4-2	RNA, transfer
HGNC:34590	TRE-TTC5-1	RNA, transfer
HGNC:35037	TRE-TTC6-1	pseudogene
HGNC:35028	TRE-TTC7-1	pseudogene
HGNC:34627	TRE-TTC8-1	pseudogene
HGNC:54204	TRE-TTC8-2	RNA, transfer
HGNC:35093	TRE-TTC9-1	pseudogene
HGNC:35025	TRE-TTC10-1	pseudogene
HGNC:34691	TRE-TTC11-1	pseudogene
HGNC:34557	TRE-TTC12-1	pseudogene
HGNC:34613	TRE-TTC13-1	pseudogene
HGNC:35058	TRE-TTC14-1	RNA, transfer
HGNC:35057	TRE-TTC15-1	RNA, transfer
HGNC:34773	TRE-TTC16-1	RNA, transfer
HGNC:12266	TREH	gene with protein product
HGNC:51907	TREHP1	pseudogene
HGNC:17760	TREM1	gene with protein product
HGNC:17761	TREM2	gene with protein product
HGNC:20434	TREML1	gene with protein product
HGNC:21092	TREML2	gene with protein product
HGNC:30806	TREML3P	pseudogene
HGNC:30807	TREML4	gene with protein product
HGNC:30808	TREML5P	pseudogene
HGNC:18273	TRERF1	gene with protein product
HGNC:44307	TRERNA1	RNA, long non-coding
HGNC:12269	TREX1	gene with protein product
HGNC:12270	TREX2	gene with protein product
HGNC:34699	TRF-GAA1-1	RNA, transfer
HGNC:34817	TRF-GAA1-2	RNA, transfer
HGNC:34984	TRF-GAA1-3	RNA, transfer
HGNC:33259	TRF-GAA1-4	RNA, transfer
HGNC:34814	TRF-GAA1-5	RNA, transfer
HGNC:34873	TRF-GAA1-6	RNA, transfer
HGNC:33255	TRF-GAA2-1	RNA, transfer
HGNC:34732	TRF-GAA3-1	RNA, transfer
HGNC:34859	TRF-GAA4-1	RNA, transfer
HGNC:34707	TRF-GAA5-1	RNA, transfer
HGNC:34825	TRF-GAA6-1	RNA, transfer
HGNC:34990	TRF-GAA7-1	pseudogene
HGNC:35016	TRF-GAA8-1	pseudogene
HGNC:35110	TRF-GAA9-1	pseudogene
HGNC:35072	TRF-GAA10-1	pseudogene
HGNC:35045	TRF-GAA11-1	pseudogene
HGNC:35044	TRF-GAA12-1	pseudogene
HGNC:12271	TRG	gene with protein product
HGNC:48974	TRG-AS1	RNA, long non-coding
HGNC:38580	TRG-CCC1-1	RNA, transfer
HGNC:34864	TRG-CCC1-2	RNA, transfer
HGNC:34794	TRG-CCC2-1	RNA, transfer
HGNC:14183	TRG-CCC2-2	RNA, transfer
HGNC:34841	TRG-CCC3-1	RNA, transfer
HGNC:35059	TRG-CCC4-1	RNA, transfer
HGNC:34604	TRG-CCC5-1	RNA, transfer
HGNC:35073	TRG-CCC6-1	RNA, transfer
HGNC:35030	TRG-CCC7-1	RNA, transfer
HGNC:50798	TRG-CCC8-1	pseudogene
HGNC:34934	TRG-GCC1-1	RNA, transfer
HGNC:34815	TRG-GCC1-2	RNA, transfer
HGNC:34793	TRG-GCC1-3	RNA, transfer
HGNC:34722	TRG-GCC1-4	RNA, transfer
HGNC:34850	TRG-GCC1-5	RNA, transfer
HGNC:34948	TRG-GCC2-1	RNA, transfer
HGNC:34771	TRG-GCC2-2	RNA, transfer
HGNC:34881	TRG-GCC2-3	RNA, transfer
HGNC:34533	TRG-GCC2-4	RNA, transfer
HGNC:34725	TRG-GCC2-5	RNA, transfer
HGNC:12273	TRG-GCC2-6	RNA, transfer
HGNC:12282	TRG-GCC3-1	RNA, transfer
HGNC:34838	TRG-GCC4-1	RNA, transfer
HGNC:34783	TRG-GCC5-1	RNA, transfer
HGNC:34641	TRG-GCC6-1	RNA, transfer
HGNC:12274	TRG-TCC1-1	RNA, transfer
HGNC:34623	TRG-TCC2-1	RNA, transfer
HGNC:34823	TRG-TCC2-2	RNA, transfer
HGNC:34703	TRG-TCC2-3	RNA, transfer
HGNC:34751	TRG-TCC2-4	RNA, transfer
HGNC:34598	TRG-TCC2-5	RNA, transfer
HGNC:34570	TRG-TCC2-6	RNA, transfer
HGNC:34769	TRG-TCC3-1	RNA, transfer
HGNC:34554	TRG-TCC4-1	RNA, transfer
HGNC:35032	TRG-TCC5-1	pseudogene
HGNC:35086	TRG-TCC6-1	pseudogene
HGNC:12275	TRGC1	T cell receptor gene
HGNC:12276	TRGC2	T cell receptor gene
HGNC:12277	TRGJ1	T cell receptor gene
HGNC:12278	TRGJ2	T cell receptor gene
HGNC:12279	TRGJP	T cell receptor gene
HGNC:12280	TRGJP1	T cell receptor gene
HGNC:12281	TRGJP2	T cell receptor gene
HGNC:12284	TRGV1	T cell receptor gene
HGNC:12287	TRGV2	T cell receptor gene
HGNC:12288	TRGV3	T cell receptor gene
HGNC:12289	TRGV4	T cell receptor gene
HGNC:12290	TRGV5	T cell receptor gene
HGNC:12291	TRGV5P	T cell receptor pseudogene
HGNC:12292	TRGV6	T cell receptor pseudogene
HGNC:12293	TRGV7	T cell receptor pseudogene
HGNC:12294	TRGV8	T cell receptor gene
HGNC:12295	TRGV9	T cell receptor gene
HGNC:12285	TRGV10	T cell receptor gene
HGNC:12286	TRGV11	T cell receptor gene
HGNC:12296	TRGVA	T cell receptor pseudogene
HGNC:12297	TRGVB	T cell receptor pseudogene
HGNC:12298	TRH	gene with protein product
HGNC:34535	TRH-GTG1-1	RNA, transfer
HGNC:34902	TRH-GTG1-2	RNA, transfer
HGNC:34874	TRH-GTG1-3	RNA, transfer
HGNC:34736	TRH-GTG1-4	RNA, transfer
HGNC:34538	TRH-GTG1-5	RNA, transfer
HGNC:33260	TRH-GTG1-6	RNA, transfer
HGNC:34536	TRH-GTG1-7	RNA, transfer
HGNC:34537	TRH-GTG1-8	RNA, transfer
HGNC:34624	TRH-GTG1-9	RNA, transfer
HGNC:34918	TRH-GTG2-1	RNA, transfer
HGNC:34805	TRH-GTG3-1	RNA, transfer
HGNC:30748	TRHDE	gene with protein product
HGNC:27471	TRHDE-AS1	RNA, long non-coding
HGNC:12299	TRHR	gene with protein product
HGNC:34812	TRI-AAT1-1	RNA, transfer
HGNC:34630	TRI-AAT2-1	RNA, transfer
HGNC:34776	TRI-AAT3-1	RNA, transfer
HGNC:34961	TRI-AAT4-1	RNA, transfer
HGNC:34715	TRI-AAT5-1	RNA, transfer
HGNC:34904	TRI-AAT5-2	RNA, transfer
HGNC:34877	TRI-AAT5-3	RNA, transfer
HGNC:34839	TRI-AAT5-4	RNA, transfer
HGNC:34955	TRI-AAT5-5	RNA, transfer
HGNC:34940	TRI-AAT6-1	RNA, transfer
HGNC:34710	TRI-AAT7-1	RNA, transfer
