hgnc_id	symbol	locus_group	locus_type	entrez_id
HGNC:21738	ADCK5	protein-coding gene	gene with protein product	203054
HGNC:229	ADCP1	other	unknown	106
HGNC:232	ADCY1	protein-coding gene	gene with protein product	107
HGNC:233	ADCY2	protein-coding gene	gene with protein product	108
HGNC:234	ADCY3	protein-coding gene	gene with protein product	109
HGNC:235	ADCY4	protein-coding gene	gene with protein product	196883
HGNC:236	ADCY5	protein-coding gene	gene with protein product	111
HGNC:237	ADCY6	protein-coding gene	gene with protein product	112
HGNC:53332	ADCY6-DT	non-coding RNA	RNA, long non-coding	100506125
HGNC:238	ADCY7	protein-coding gene	gene with protein product	113
HGNC:239	ADCY8	protein-coding gene	gene with protein product	114
HGNC:240	ADCY9	protein-coding gene	gene with protein product	115
HGNC:21285	ADCY10	protein-coding gene	gene with protein product	55811
HGNC:44143	ADCY10P1	pseudogene	pseudogene	221442
HGNC:241	ADCYAP1	protein-coding gene	gene with protein product	116
HGNC:242	ADCYAP1R1	protein-coding gene	gene with protein product	117
HGNC:243	ADD1	protein-coding gene	gene with protein product	118
HGNC:244	ADD2	protein-coding gene	gene with protein product	119
HGNC:245	ADD3	protein-coding gene	gene with protein product	120
HGNC:48682	ADD3-AS1	non-coding RNA	RNA, long non-coding	100505933
HGNC:21212	ADGB	protein-coding gene	gene with protein product	79747
HGNC:13838	ADGRA1	protein-coding gene	gene with protein product	84435
HGNC:49543	ADGRA1-AS1	non-coding RNA	RNA, long non-coding	100128127
HGNC:17849	ADGRA2	protein-coding gene	gene with protein product	25960
HGNC:13839	ADGRA3	protein-coding gene	gene with protein product	166647
HGNC:943	ADGRB1	protein-coding gene	gene with protein product	575
HGNC:944	ADGRB2	protein-coding gene	gene with protein product	576
HGNC:945	ADGRB3	protein-coding gene	gene with protein product	577
HGNC:19893	ADGRD1	protein-coding gene	gene with protein product	283383
HGNC:53314	ADGRD1-AS1	non-coding RNA	RNA, long non-coding	105755954
HGNC:18651	ADGRD2	protein-coding gene	gene with protein product	347088
HGNC:3336	ADGRE1	protein-coding gene	gene with protein product	2015
HGNC:3337	ADGRE2	protein-coding gene	gene with protein product	30817
HGNC:23647	ADGRE3	protein-coding gene	gene with protein product	84658
HGNC:19240	ADGRE4P	pseudogene	pseudogene	326342
HGNC:1711	ADGRE5	protein-coding gene	gene with protein product	976
HGNC:18990	ADGRF1	protein-coding gene	gene with protein product	266977
HGNC:18991	ADGRF2	protein-coding gene	gene with protein product	222611
HGNC:18989	ADGRF3	protein-coding gene	gene with protein product	165082
HGNC:19011	ADGRF4	protein-coding gene	gene with protein product	221393
HGNC:19030	ADGRF5	protein-coding gene	gene with protein product	221395
HGNC:40864	ADGRF5-AS1	non-coding RNA	RNA, long non-coding	101926962
HGNC:32922	ADGRF5P1	pseudogene	pseudogene	389740
HGNC:32921	ADGRF5P2	pseudogene	pseudogene	441416
HGNC:4512	ADGRG1	protein-coding gene	gene with protein product	9289
HGNC:4516	ADGRG2	protein-coding gene	gene with protein product	10149
HGNC:13728	ADGRG3	protein-coding gene	gene with protein product	222487
HGNC:18992	ADGRG4	protein-coding gene	gene with protein product	139378
HGNC:19010	ADGRG5	protein-coding gene	gene with protein product	221188
HGNC:13841	ADGRG6	protein-coding gene	gene with protein product	57211
HGNC:19241	ADGRG7	protein-coding gene	gene with protein product	84873
HGNC:20973	ADGRL1	protein-coding gene	gene with protein product	22859
HGNC:55309	ADGRL1-AS1	non-coding RNA	RNA, long non-coding	100507373
HGNC:18582	ADGRL2	protein-coding gene	gene with protein product	23266
HGNC:20974	ADGRL3	protein-coding gene	gene with protein product	23284
HGNC:50604	ADGRL3-AS1	non-coding RNA	RNA, long non-coding	101927186
HGNC:20822	ADGRL4	protein-coding gene	gene with protein product	64123
HGNC:17416	ADGRV1	protein-coding gene	gene with protein product	84059
HGNC:249	ADH1A	protein-coding gene	gene with protein product	124
HGNC:250	ADH1B	protein-coding gene	gene with protein product	125
HGNC:251	ADH1C	protein-coding gene	gene with protein product	126
HGNC:252	ADH4	protein-coding gene	gene with protein product	127
HGNC:253	ADH5	protein-coding gene	gene with protein product	128
HGNC:22976	ADH5P2	pseudogene	pseudogene	343296
HGNC:22991	ADH5P3	pseudogene	pseudogene	100131810
HGNC:21377	ADH5P4	pseudogene	pseudogene	642443
HGNC:54523	ADH5P5	pseudogene	pseudogene	115945146
HGNC:255	ADH6	protein-coding gene	gene with protein product	130
HGNC:256	ADH7	protein-coding gene	gene with protein product	131
HGNC:16354	ADHFE1	protein-coding gene	gene with protein product	137872
HGNC:30576	ADI1	protein-coding gene	gene with protein product	55256
HGNC:52339	ADI1P1	pseudogene	pseudogene	100130936
HGNC:52340	ADI1P2	pseudogene	pseudogene	100288971
HGNC:52341	ADI1P3	pseudogene	pseudogene	100288129
HGNC:28606	ADIG	protein-coding gene	gene with protein product	149685
HGNC:13633	ADIPOQ	protein-coding gene	gene with protein product	9370
HGNC:40648	ADIPOQ-AS1	non-coding RNA	RNA, long non-coding	100874095
HGNC:24040	ADIPOR1	protein-coding gene	gene with protein product	51094
HGNC:44910	ADIPOR1P1	pseudogene	pseudogene	645220
HGNC:44911	ADIPOR1P2	pseudogene	pseudogene	390503
HGNC:24041	ADIPOR2	protein-coding gene	gene with protein product	79602
HGNC:24043	ADIRF	protein-coding gene	gene with protein product	10974
HGNC:45127	ADIRF-AS1	non-coding RNA	RNA, long non-coding	100133190
HGNC:257	ADK	protein-coding gene	gene with protein product	132
HGNC:259	ADM	protein-coding gene	gene with protein product	133
HGNC:28898	ADM2	protein-coding gene	gene with protein product	79924
HGNC:27293	ADM5	protein-coding gene	gene with protein product	199800
HGNC:15766	ADNP	protein-coding gene	gene with protein product	23394
HGNC:51227	ADNP-AS1	non-coding RNA	RNA, long non-coding	101927631
HGNC:23803	ADNP2	protein-coding gene	gene with protein product	22850
HGNC:23506	ADO	protein-coding gene	gene with protein product	84890
HGNC:262	ADORA1	protein-coding gene	gene with protein product	134
HGNC:263	ADORA2A	protein-coding gene	gene with protein product	135
HGNC:37122	ADORA2A-AS1	non-coding RNA	RNA, long non-coding	646023
HGNC:264	ADORA2B	protein-coding gene	gene with protein product	136
HGNC:265	ADORA2BP1	pseudogene	pseudogene	137
HGNC:268	ADORA3	protein-coding gene	gene with protein product	140
HGNC:25250	ADPGK	protein-coding gene	gene with protein product	83440
HGNC:44144	ADPGK-AS1	non-coding RNA	RNA, long non-coding	100287559
HGNC:269	ADPRH	protein-coding gene	gene with protein product	141
HGNC:21303	ADPRHL1	protein-coding gene	gene with protein product	113622
HGNC:30925	ADPRM	protein-coding gene	gene with protein product	56985
HGNC:21304	ADPRS	protein-coding gene	gene with protein product	54936
HGNC:277	ADRA1A	protein-coding gene	gene with protein product	148
HGNC:278	ADRA1B	protein-coding gene	gene with protein product	147
HGNC:280	ADRA1D	protein-coding gene	gene with protein product	146
HGNC:281	ADRA2A	protein-coding gene	gene with protein product	150
HGNC:282	ADRA2B	protein-coding gene	gene with protein product	151
HGNC:283	ADRA2C	protein-coding gene	gene with protein product	152
HGNC:285	ADRB1	protein-coding gene	gene with protein product	153
HGNC:286	ADRB2	protein-coding gene	gene with protein product	154
HGNC:288	ADRB3	protein-coding gene	gene with protein product	155
HGNC:15759	ADRM1	protein-coding gene	gene with protein product	11047
HGNC:291	ADSL	protein-coding gene	gene with protein product	158
HGNC:20093	ADSS1	protein-coding gene	gene with protein product	122622
HGNC:292	ADSS2	protein-coding gene	gene with protein product	159
HGNC:21214	ADTRP	protein-coding gene	gene with protein product	84830
HGNC:303	AEBP1	protein-coding gene	gene with protein product	165
HGNC:24051	AEBP2	protein-coding gene	gene with protein product	121536
HGNC:25722	AEN	protein-coding gene	gene with protein product	64782
HGNC:24017	AFAP1	protein-coding gene	gene with protein product	60312
HGNC:28141	AFAP1-AS1	non-coding RNA	RNA, long non-coding	84740
HGNC:26714	AFAP1L1	protein-coding gene	gene with protein product	134265
HGNC:25901	AFAP1L2	protein-coding gene	gene with protein product	84632
HGNC:7137	AFDN	protein-coding gene	gene with protein product	4301
HGNC:21236	AFDN-DT	non-coding RNA	RNA, long non-coding	653483
HGNC:7135	AFF1	protein-coding gene	gene with protein product	4299
HGNC:53447	AFF1-AS1	non-coding RNA	RNA, long non-coding	100506746
HGNC:3776	AFF2	protein-coding gene	gene with protein product	2334
HGNC:41334	AFF2-IT1	non-coding RNA	RNA, long non-coding	100874269
HGNC:6473	AFF3	protein-coding gene	gene with protein product	3899
HGNC:17869	AFF4	protein-coding gene	gene with protein product	27125
HGNC:55235	AFF4-DT	non-coding RNA	RNA, long non-coding	118597833
HGNC:16411	AFG1L	protein-coding gene	gene with protein product	246269
HGNC:314	AFG3L1P	pseudogene	pseudogene	172
HGNC:315	AFG3L2	protein-coding gene	gene with protein product	10939
HGNC:24169	AFG3L2P1	pseudogene	pseudogene	347028
HGNC:316	AFM	protein-coding gene	gene with protein product	173
HGNC:20910	AFMID	protein-coding gene	gene with protein product	125061
HGNC:317	AFP	protein-coding gene	gene with protein product	174
HGNC:25951	AFTPH	protein-coding gene	gene with protein product	54812
HGNC:318	AGA	protein-coding gene	gene with protein product	175
HGNC:16922	AGAP1	protein-coding gene	gene with protein product	116987
HGNC:41427	AGAP1-IT1	non-coding RNA	RNA, long non-coding	100506749
HGNC:16921	AGAP2	protein-coding gene	gene with protein product	116986
HGNC:48633	AGAP2-AS1	non-coding RNA	RNA, long non-coding	100130776
HGNC:16923	AGAP3	protein-coding gene	gene with protein product	116988
HGNC:23459	AGAP4	protein-coding gene	gene with protein product	119016
HGNC:23467	AGAP5	protein-coding gene	gene with protein product	729092
HGNC:23466	AGAP6	protein-coding gene	gene with protein product	414189
HGNC:23465	AGAP7P	pseudogene	pseudogene	653268
HGNC:23463	AGAP9	protein-coding gene	gene with protein product	642517
HGNC:23659	AGAP10P	pseudogene	pseudogene	653234
HGNC:29421	AGAP11	other	unknown	119385
HGNC:23661	AGAP12P	pseudogene	pseudogene	414224
HGNC:23499	AGAP13P	pseudogene	pseudogene	728005
HGNC:23660	AGAP14P	pseudogene	pseudogene	653259
HGNC:26504	AGBL1	protein-coding gene	gene with protein product	123624
HGNC:48617	AGBL1-AS1	non-coding RNA	RNA, long non-coding	727915
HGNC:26296	AGBL2	protein-coding gene	gene with protein product	79841
HGNC:27981	AGBL3	protein-coding gene	gene with protein product	340351
HGNC:25892	AGBL4	protein-coding gene	gene with protein product	84871
HGNC:41123	AGBL4-AS1	non-coding RNA	RNA, long non-coding	101929721
HGNC:41482	AGBL4-IT1	non-coding RNA	RNA, long non-coding	100874313
HGNC:26147	AGBL5	protein-coding gene	gene with protein product	60509
HGNC:41133	AGBL5-AS1	non-coding RNA	RNA, long non-coding	100874031
HGNC:41484	AGBL5-IT1	non-coding RNA	RNA, long non-coding	106481744
HGNC:320	AGER	protein-coding gene	gene with protein product	177
HGNC:5175	AGFG1	protein-coding gene	gene with protein product	3267
HGNC:5177	AGFG2	protein-coding gene	gene with protein product	3268
HGNC:24684	AGGF1	protein-coding gene	gene with protein product	55109
HGNC:38051	AGGF1P1	pseudogene	pseudogene	100132380
HGNC:38052	AGGF1P2	pseudogene	pseudogene	644435
HGNC:38053	AGGF1P3	pseudogene	pseudogene	391552
HGNC:38054	AGGF1P4	pseudogene	pseudogene	100129351
HGNC:51741	AGGF1P5	pseudogene	pseudogene	100128103
HGNC:51744	AGGF1P6	pseudogene	pseudogene	106481737
HGNC:51740	AGGF1P7	pseudogene	pseudogene	100132606
HGNC:51745	AGGF1P8	pseudogene	pseudogene	100128804
HGNC:51746	AGGF1P9	pseudogene	pseudogene	100127958
HGNC:51747	AGGF1P10	pseudogene	pseudogene	100288774
HGNC:21869	AGK	protein-coding gene	gene with protein product	55750
HGNC:37661	AGKP1	pseudogene	pseudogene	359793
HGNC:55132	AGKP2	pseudogene	pseudogene	392543
HGNC:321	AGL	protein-coding gene	gene with protein product	178
HGNC:18407	AGMAT	protein-coding gene	gene with protein product	79814
HGNC:33784	AGMO	protein-coding gene	gene with protein product	392636
HGNC:3262	AGO1	protein-coding gene	gene with protein product	26523
HGNC:3263	AGO2	protein-coding gene	gene with protein product	27161
HGNC:18421	AGO3	protein-coding gene	gene with protein product	192669
HGNC:18424	AGO4	protein-coding gene	gene with protein product	192670
HGNC:324	AGPAT1	protein-coding gene	gene with protein product	10554
HGNC:325	AGPAT2	protein-coding gene	gene with protein product	10555
HGNC:326	AGPAT3	protein-coding gene	gene with protein product	56894
HGNC:20885	AGPAT4	protein-coding gene	gene with protein product	56895
HGNC:20988	AGPAT4-IT1	non-coding RNA	RNA, long non-coding	79992
HGNC:20886	AGPAT5	protein-coding gene	gene with protein product	55326
HGNC:37709	AGPAT5P1	pseudogene	pseudogene	646231
HGNC:327	AGPS	protein-coding gene	gene with protein product	8540
HGNC:328	AGR2	protein-coding gene	gene with protein product	10551
HGNC:24167	AGR3	protein-coding gene	gene with protein product	155465
HGNC:329	AGRN	protein-coding gene	gene with protein product	375790
HGNC:330	AGRP	protein-coding gene	gene with protein product	181
HGNC:333	AGT	protein-coding gene	gene with protein product	183
HGNC:17258	AGTPBP1	protein-coding gene	gene with protein product	23287
HGNC:336	AGTR1	protein-coding gene	gene with protein product	185
HGNC:338	AGTR2	protein-coding gene	gene with protein product	186
HGNC:13539	AGTRAP	protein-coding gene	gene with protein product	57085
HGNC:341	AGXT	protein-coding gene	gene with protein product	189
HGNC:14412	AGXT2	protein-coding gene	gene with protein product	64902
HGNC:24618	AHCTF1	protein-coding gene	gene with protein product	25909
HGNC:24620	AHCTF1P1	pseudogene	pseudogene	285116
HGNC:343	AHCY	protein-coding gene	gene with protein product	191
HGNC:344	AHCYL1	protein-coding gene	gene with protein product	10768
HGNC:22204	AHCYL2	protein-coding gene	gene with protein product	23382
HGNC:44993	AHCYP1	pseudogene	pseudogene	340844
HGNC:44994	AHCYP2	pseudogene	pseudogene	392387
HGNC:44995	AHCYP3	pseudogene	pseudogene	402093
HGNC:44996	AHCYP4	pseudogene	pseudogene	129560
HGNC:44997	AHCYP5	pseudogene	pseudogene	391470
HGNC:44998	AHCYP6	pseudogene	pseudogene	100419714
HGNC:44999	AHCYP7	pseudogene	pseudogene	645486
HGNC:45000	AHCYP8	pseudogene	pseudogene	107063538
HGNC:25230	AHDC1	protein-coding gene	gene with protein product	27245
HGNC:21575	AHI1	protein-coding gene	gene with protein product	54806
HGNC:347	AHNAK	protein-coding gene	gene with protein product	79026
HGNC:20125	AHNAK2	protein-coding gene	gene with protein product	113146
HGNC:348	AHR	protein-coding gene	gene with protein product	196
HGNC:346	AHRR	protein-coding gene	gene with protein product	57491
HGNC:1189	AHSA1	protein-coding gene	gene with protein product	10598
HGNC:20437	AHSA2P	pseudogene	pseudogene	130872
HGNC:349	AHSG	protein-coding gene	gene with protein product	197
HGNC:18075	AHSP	protein-coding gene	gene with protein product	51327
HGNC:13203	AICDA	protein-coding gene	gene with protein product	57379
HGNC:25761	AIDA	protein-coding gene	gene with protein product	64853
HGNC:54663	AIDAP1	pseudogene	pseudogene	646050
HGNC:54664	AIDAP2	pseudogene	pseudogene	646890
HGNC:54665	AIDAP3	pseudogene	pseudogene	100128360
HGNC:352	AIF1	protein-coding gene	gene with protein product	199
HGNC:28904	AIF1L	protein-coding gene	gene with protein product	83543
HGNC:8768	AIFM1	protein-coding gene	gene with protein product	9131
HGNC:44884	AIFM1P1	pseudogene	pseudogene	645120
HGNC:21411	AIFM2	protein-coding gene	gene with protein product	84883
HGNC:26398	AIFM3	protein-coding gene	gene with protein product	150209
HGNC:21607	AIG1	protein-coding gene	gene with protein product	51390
HGNC:43926	AIG1P1	pseudogene	pseudogene	106479028
HGNC:357	AIM2	protein-coding gene	gene with protein product	9447
HGNC:10648	AIMP1	protein-coding gene	gene with protein product	9255
HGNC:16543	AIMP1P1	pseudogene	pseudogene	170547
HGNC:43693	AIMP1P2	pseudogene	pseudogene	100873064
HGNC:20609	AIMP2	protein-coding gene	gene with protein product	7965
HGNC:358	AIP	protein-coding gene	gene with protein product	9049
HGNC:359	AIPL1	protein-coding gene	gene with protein product	23746
HGNC:360	AIRE	protein-coding gene	gene with protein product	326
HGNC:34515	AIRN	non-coding RNA	RNA, long non-coding	100271873
HGNC:30801	AJAP1	protein-coding gene	gene with protein product	55966
HGNC:37284	AJM1	protein-coding gene	gene with protein product	389813
HGNC:20250	AJUBA	protein-coding gene	gene with protein product	84962
HGNC:361	AK1	protein-coding gene	gene with protein product	203
HGNC:362	AK2	protein-coding gene	gene with protein product	204
HGNC:24037	AK2P1	pseudogene	pseudogene	266920
HGNC:33542	AK2P2	pseudogene	pseudogene	339736
HGNC:17376	AK3	protein-coding gene	gene with protein product	50808
HGNC:31099	AK3P2	pseudogene	pseudogene	100419074
HGNC:39062	AK3P3	pseudogene	pseudogene	100419075
HGNC:39063	AK3P4	pseudogene	pseudogene	100129959
HGNC:39064	AK3P5	pseudogene	pseudogene	100288319
HGNC:39065	AK3P6	pseudogene	pseudogene	100873789
HGNC:363	AK4	protein-coding gene	gene with protein product	205
HGNC:364	AK4P1	pseudogene	pseudogene	206
HGNC:39066	AK4P2	pseudogene	pseudogene	100132104
HGNC:21596	AK4P3	pseudogene	pseudogene	645619
HGNC:39067	AK4P4	pseudogene	pseudogene	100128705
HGNC:39068	AK4P5	pseudogene	pseudogene	100526416
HGNC:39069	AK4P6	pseudogene	pseudogene	649288
HGNC:365	AK5	protein-coding gene	gene with protein product	26289
HGNC:49151	AK6	protein-coding gene	gene with protein product	102157402
HGNC:51678	AK6P1	pseudogene	pseudogene	100132086
